#time,accel_x,accel_y,accel_z
291.630575,2368.659014,296.082377,-74311.263306
291.633156,1332.370696,-2368.659014,-71553.319513
291.635737,-1628.453072,-8734.430116,-72625.853210
291.638318,2220.617826,-444.123565,-71859.757712
291.640899,-3108.864956,-5329.482782,-72625.853210
291.643480,2368.659014,444.123565,-72932.291410
291.646061,0.000000,-1332.370696,-73238.729609
291.648642,-2960.823768,-3701.029710,-74158.044206
291.651223,1776.494261,3108.864956,-73085.510509
291.653804,296.082377,-6809.894666,-72319.415011
291.656384,1628.453072,-2220.617826,-71706.538613
291.658965,-2960.823768,-7994.224174,-71706.538613
291.661546,-1184.329507,-2220.617826,-73391.948708
291.664127,-4441.235652,-3404.947333,-73238.729609
291.666708,1924.535449,-444.123565,-73851.606007
291.669289,7698.141797,5477.523971,-73085.510509
291.671870,6809.894666,0.000000,-73085.510509
